retail_account,channel_outlet,upc,description,discount_bucket,discount_label,n_promo_weeks,lift_rate_mean,lift_rate_median,lift_rate_p25,lift_rate_p75,lift_tpr_avg,lift_display_avg,lift_feature_avg,discount_avg,arp_avg,base_arp_avg,most_recent_promo,dominant_mechanic,causal_impact_pct,robust_verdict,n_causal_events,best_lift_estimate,estimate_source
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,3,0.1889,0.1055,0.0817,0.2544,,,,0.431,10.45,11.32,2025-10-27T00:00:00.000Z,Unknown,,,,0.1889,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,38,0.1552,0.139,0.0333,0.2328,,,,0.0755,9.87,10.2,2026-04-06T00:00:00.000Z,Unknown,,,,0.1552,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,39,0.3261,0.2445,0.0228,0.4875,,,,0.1374,9.39,9.81,2026-03-16T00:00:00.000Z,Unknown,,,,0.3261,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,31,0.4255,0.3468,0.147,0.6628,,,,0.2314,9.18,10.86,2025-11-17T00:00:00.000Z,Unknown,,,,0.4255,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,4,0.0585,0.0331,0.0292,0.0624,,,,0.4558,10.48,10.84,2025-11-03T00:00:00.000Z,Unknown,,,,0.0585,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30394,Built Puff Candy Cane Brownie Protein Bar 1.51 Oz,0_10pct,<10% off,2,,,,,,,,0.0675,3.16,3.16,2025-11-24T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30394,Built Puff Candy Cane Brownie Protein Bar 1.51 Oz,10_20pct,10–20% off,1,,,,,,,,0.1,2.99,3.14,2025-03-24T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30394,Built Puff Candy Cane Brownie Protein Bar 1.51 Oz,20_30pct,20–30% off,3,0.2652,0.2652,0.2576,0.2727,,,,0.2597,2.49,2.97,2026-03-09T00:00:00.000Z,Unknown,,,,0.2652,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30394,Built Puff Candy Cane Brownie Protein Bar 1.51 Oz,30pct_plus,≥30% off,16,0.5372,0.1575,0.0812,0.6939,,,,0.4668,2.04,2.94,2026-03-02T00:00:00.000Z,Unknown,,,,0.5372,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,0_10pct,<10% off,19,0.1299,0.0606,0.0129,0.2282,,,,0.0742,3.02,3.1,2026-03-30T00:00:00.000Z,Unknown,,,,0.1299,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,10_20pct,10–20% off,32,0.2201,0.19,0.0284,0.3329,,,,0.1437,2.98,3.11,2026-04-13T00:00:00.000Z,Unknown,,,,0.2201,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,20_30pct,20–30% off,10,0.292,0.1567,0.0149,0.6345,,,,0.2457,2.71,3.04,2025-12-15T00:00:00.000Z,Unknown,,,,0.292,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,30pct_plus,≥30% off,28,1.2113,1.3658,0.4401,1.8356,,,,0.3918,2.22,3.08,2026-02-16T00:00:00.000Z,Unknown,,,,1.2113,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30449,Built Peanut Butter Puff 1.41oz,0_10pct,<10% off,4,,,,,,,,0.0618,2.9,2.93,2024-09-02T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30449,Built Peanut Butter Puff 1.41oz,10_20pct,10–20% off,7,0.0925,0.0525,0.0269,0.0804,,,,0.1613,2.9,2.97,2024-03-18T00:00:00.000Z,Unknown,,,,0.0925,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30449,Built Peanut Butter Puff 1.41oz,20_30pct,20–30% off,4,0.1396,0.1396,0.105,0.1742,,,,0.2258,2.89,2.98,2025-01-06T00:00:00.000Z,Unknown,,,,0.1396,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30449,Built Peanut Butter Puff 1.41oz,30pct_plus,≥30% off,2,0.4558,0.4558,0.4534,0.4583,,,,0.425,2.3,2.96,2024-12-23T00:00:00.000Z,Unknown,,,,0.4558,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30475,Built Puff Mixed Berry Bar 1.41 Oz,0_10pct,<10% off,3,0.2409,0.2409,0.2409,0.2409,,,,0.0723,2.42,2.57,2024-01-29T00:00:00.000Z,Unknown,,,,0.2409,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30480,Built Animal Cookie Puff 1.41oz,30pct_plus,≥30% off,1,,,,,,,,0.502,1.49,2.99,2024-07-22T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30510,Built Puff Pumpkin Cookie Chunk 1.52 Oz,10_20pct,10–20% off,2,,,,,,,,0.122,2.89,3.29,2025-10-20T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30510,Built Puff Pumpkin Cookie Chunk 1.52 Oz,30pct_plus,≥30% off,1,,,,,,,,0.493,1.67,3.29,2025-10-06T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30514,Built Frozed Sugar Cookie Puff 1.41oz,10_20pct,10–20% off,1,,,,,,,,0.1,2.95,2.99,2023-11-06T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30520,Built Smores Chunk Puff 1.5oz,0_10pct,<10% off,1,,,,,,,,0.05,2.84,2.99,2024-03-04T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30520,Built Smores Chunk Puff 1.5oz,20_30pct,20–30% off,1,,,,,,,,0.234,2.96,2.99,2024-01-08T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30532,Built Red Velvet Creme Puff 1.41oz,10_20pct,10–20% off,1,0.0638,0.0638,0.0638,0.0638,,,,0.157,2.89,2.95,2024-01-01T00:00:00.000Z,Unknown,,,,0.0638,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30532,Built Red Velvet Creme Puff 1.41oz,20_30pct,20–30% off,1,0.2407,0.2407,0.2407,0.2407,,,,0.24,2.78,2.97,2024-01-08T00:00:00.000Z,Unknown,,,,0.2407,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30533,Built Cinnamon Roll Puff 1.41oz,10_20pct,10–20% off,5,0.0611,0.0345,0.0297,0.0792,,,,0.1154,2.91,2.95,2024-02-05T00:00:00.000Z,Unknown,,,,0.0611,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30536,Built Strawberries And Cream Puff 1.41oz,20_30pct,20–30% off,2,,,,,,,,0.234,2.96,2.99,2024-01-08T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,0_10pct,<10% off,16,0.0853,0.03,0.0092,0.1193,,,,0.0727,3.07,3.13,2026-01-26T00:00:00.000Z,Unknown,,,,0.0853,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,10_20pct,10–20% off,20,0.2184,0.1625,0.0985,0.3081,,,,0.1314,2.98,3.14,2026-04-13T00:00:00.000Z,Unknown,,,,0.2184,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,20_30pct,20–30% off,4,0.1637,0.1436,0.0678,0.2394,,,,0.2535,2.57,2.79,2025-08-25T00:00:00.000Z,Unknown,,,,0.1637,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30550,Built Puff Cookies N Cream Protein Bar 1.41 Oz,30pct_plus,≥30% off,23,0.8257,0.9467,0.281,1.1507,,,,0.3799,2.14,2.82,2026-02-16T00:00:00.000Z,Unknown,,,,0.8257,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),0_10pct,<10% off,48,0.1241,0.094,0.0078,0.2269,,,,0.0694,9.54,9.81,2026-04-13T00:00:00.000Z,Unknown,,,,0.1241,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),10_20pct,10–20% off,16,0.1444,0.0775,0.0065,0.2365,,,,0.1244,10.04,10.27,2026-03-16T00:00:00.000Z,Unknown,,,,0.1444,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),20_30pct,20–30% off,4,0.6498,0.8215,0.6125,0.8588,,,,0.2475,8.86,10.72,2025-10-27T00:00:00.000Z,Unknown,,,,0.6498,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30558,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz (4 Pk),30pct_plus,≥30% off,3,0.1398,0.0514,0.0341,0.2013,,,,0.5147,9.86,10.66,2025-10-20T00:00:00.000Z,Unknown,,,,0.1398,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30561,Built Bar Puff Peanut Butter Cookie Chunk 1.52 Oz,10_20pct,10–20% off,1,,,,,,,,0.1,2.84,2.99,2025-04-07T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30561,Built Bar Puff Peanut Butter Cookie Chunk 1.52 Oz,20_30pct,20–30% off,1,0.4909,0.4909,0.4909,0.4909,,,,0.212,2.63,2.87,2024-07-01T00:00:00.000Z,Unknown,,,,0.4909,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30561,Built Bar Puff Peanut Butter Cookie Chunk 1.52 Oz,30pct_plus,≥30% off,1,0.037,0.037,0.037,0.037,,,,0.331,2.85,2.99,2024-07-08T00:00:00.000Z,Unknown,,,,0.037,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,0_10pct,<10% off,4,0.3094,0.3094,0.2766,0.3422,,,,0.0772,2.87,2.96,2025-11-17T00:00:00.000Z,Unknown,,,,0.3094,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,10_20pct,10–20% off,4,0.1735,0.1512,0.0861,0.2498,,,,0.1148,2.76,2.93,2026-02-09T00:00:00.000Z,Unknown,,,,0.1735,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,20_30pct,20–30% off,3,0.3657,0.3657,0.3616,0.3697,,,,0.2417,2.71,3.0,2025-09-15T00:00:00.000Z,Unknown,,,,0.3657,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,30pct_plus,≥30% off,14,0.4161,0.324,0.2124,0.5179,,,,0.387,2.44,3.01,2026-01-19T00:00:00.000Z,Unknown,,,,0.4161,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,24,0.1265,0.0733,0.0289,0.1814,,,,0.0742,10.16,10.47,2026-04-06T00:00:00.000Z,Unknown,,,,0.1265,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,11,0.1639,0.125,0.0256,0.2018,,,,0.1168,9.22,9.57,2026-01-19T00:00:00.000Z,Unknown,,,,0.1639,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,7,0.3431,0.4804,0.0269,0.5505,,,,0.2361,9.96,10.97,2026-01-12T00:00:00.000Z,Unknown,,,,0.3431,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30571,Built Puff Mint Chip Protein Bar 1.41 Oz (4 Pk),30pct_plus,≥30% off,2,0.2093,0.2093,0.2093,0.2093,,,,0.3905,10.72,11.16,2025-10-13T00:00:00.000Z,Unknown,,,,0.2093,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,0_10pct,<10% off,15,0.1202,0.0445,0.0086,0.2423,,,,0.0662,2.96,3.0,2026-02-23T00:00:00.000Z,Unknown,,,,0.1202,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,10_20pct,10–20% off,21,0.1325,0.064,0.0101,0.1466,,,,0.1285,2.93,3.05,2026-04-13T00:00:00.000Z,Unknown,,,,0.1325,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,20_30pct,20–30% off,3,0.088,0.088,0.0794,0.0965,,,,0.254,2.62,2.86,2025-08-18T00:00:00.000Z,Unknown,,,,0.088,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,30pct_plus,≥30% off,15,0.7073,0.5367,0.2402,0.9868,,,,0.3652,2.57,2.98,2026-02-16T00:00:00.000Z,Unknown,,,,0.7073,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,0_10pct,<10% off,1,,,,,,,,0.094,3.24,3.27,2026-01-05T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,10_20pct,10–20% off,3,0.0864,0.0864,0.0864,0.0864,,,,0.129,3.09,3.25,2026-02-02T00:00:00.000Z,Unknown,,,,0.0864,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,20_30pct,20–30% off,1,0.6138,0.6138,0.6138,0.6138,,,,0.245,2.48,3.29,2026-02-09T00:00:00.000Z,Unknown,,,,0.6138,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30615,Built Puff Chocolatey Hazelnut  1.41oz,30pct_plus,≥30% off,11,0.5819,0.6858,0.2447,0.9104,,,,0.4516,2.37,3.26,2026-03-23T00:00:00.000Z,Unknown,,,,0.5819,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,0_10pct,<10% off,10,0.1893,0.0612,0.0092,0.2362,,,,0.0674,3.01,3.08,2026-04-13T00:00:00.000Z,Unknown,,,,0.1893,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,10_20pct,10–20% off,10,0.2119,0.1022,0.0749,0.3025,,,,0.1359,2.86,3.0,2026-04-06T00:00:00.000Z,Unknown,,,,0.2119,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30642,Built Puff Peanut Butter Protein Bar 1.41 Oz,30pct_plus,≥30% off,4,0.9313,0.9117,0.3252,1.5179,,,,0.3455,2.02,2.91,2026-02-16T00:00:00.000Z,Unknown,,,,0.9313,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30651,Built Protein Bar Puff Sour Peach 1.45 Oz,0_10pct,<10% off,3,0.3125,0.3698,0.2744,0.3792,,,,0.0867,2.91,3.1,2026-03-30T00:00:00.000Z,Unknown,,,,0.3125,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30651,Built Protein Bar Puff Sour Peach 1.45 Oz,10_20pct,10–20% off,9,0.1666,0.0942,0.0342,0.1971,,,,0.1206,2.97,3.16,2026-04-13T00:00:00.000Z,Unknown,,,,0.1666,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30651,Built Protein Bar Puff Sour Peach 1.45 Oz,30pct_plus,≥30% off,3,0.4811,0.4811,0.4804,0.4819,,,,0.3793,1.96,3.1,2026-02-16T00:00:00.000Z,Unknown,,,,0.4811,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30653,Built Puff Sour Blu Razz Blast Bar 1.45 Oz,0_10pct,<10% off,5,0.2154,0.2067,0.1321,0.2364,,,,0.078,3.0,3.14,2026-03-30T00:00:00.000Z,Unknown,,,,0.2154,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30653,Built Puff Sour Blu Razz Blast Bar 1.45 Oz,10_20pct,10–20% off,8,0.2258,0.1218,0.0783,0.3164,,,,0.1252,2.95,3.17,2026-04-06T00:00:00.000Z,Unknown,,,,0.2258,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30653,Built Puff Sour Blu Razz Blast Bar 1.45 Oz,20_30pct,20–30% off,1,1.1493,1.1493,1.1493,1.1493,,,,0.292,2.19,3.05,2026-02-16T00:00:00.000Z,Unknown,,,,1.1493,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30653,Built Puff Sour Blu Razz Blast Bar 1.45 Oz,30pct_plus,≥30% off,2,0.7969,0.7969,0.7969,0.7969,,,,0.435,1.82,3.18,2026-02-09T00:00:00.000Z,Unknown,,,,0.7969,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30655,Built Puff Sour Green Apple Crush Bar 1.45 Oz,0_10pct,<10% off,4,0.2573,0.2298,0.18,0.3071,,,,0.0932,2.96,3.09,2026-03-30T00:00:00.000Z,Unknown,,,,0.2573,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30655,Built Puff Sour Green Apple Crush Bar 1.45 Oz,10_20pct,10–20% off,8,0.2223,0.1547,0.0875,0.2829,,,,0.117,2.94,3.15,2026-04-13T00:00:00.000Z,Unknown,,,,0.2223,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30655,Built Puff Sour Green Apple Crush Bar 1.45 Oz,20_30pct,20–30% off,1,1.2653,1.2653,1.2653,1.2653,,,,0.267,2.19,2.93,2026-02-16T00:00:00.000Z,Unknown,,,,1.2653,observational
ASSOCIATED FOOD STORES,REGIONAL & INDEP GROCERY,08-40229-30655,Built Puff Sour Green Apple Crush Bar 1.45 Oz,30pct_plus,≥30% off,2,0.6739,0.6739,0.6739,0.6739,,,,0.431,1.82,3.18,2026-02-09T00:00:00.000Z,Unknown,,,,0.6739,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,0_10pct,<10% off,5,,,,,,,,0.0568,2.53,2.65,2026-02-02T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30037,Built Puff Coconut Protein Bar 1.41 Oz,10_20pct,10–20% off,3,,,,,,,,0.1273,2.73,2.99,2026-04-13T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,0_10pct,<10% off,19,0.6624,0.6667,0.3218,0.8349,,,,0.0701,2.62,2.78,2026-02-09T00:00:00.000Z,Unknown,,,,0.6624,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,10_20pct,10–20% off,19,0.4715,0.2838,0.1963,0.5972,,,,0.1251,2.54,2.75,2026-01-19T00:00:00.000Z,Unknown,,,,0.4715,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,20_30pct,20–30% off,3,1.037,1.037,1.037,1.037,,,,0.201,2.58,2.82,2026-03-23T00:00:00.000Z,Unknown,,,,1.037,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30333,Built Puff Cookie Dough Chunk Protein Bar 1.55 Oz,30pct_plus,≥30% off,1,0.2745,0.2745,0.2745,0.2745,,,,0.388,2.44,2.83,2025-05-19T00:00:00.000Z,Unknown,,,,0.2745,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,0_10pct,<10% off,23,0.3019,0.1337,0.1205,0.2983,,,,0.0715,2.6,2.72,2026-04-13T00:00:00.000Z,Unknown,,,,0.3019,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,10_20pct,10–20% off,23,0.4219,0.3636,0.2714,0.5345,,,,0.119,2.49,2.7,2026-04-06T00:00:00.000Z,Unknown,,,,0.4219,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30362,Built Puff Brownie Batter Protein Bar 1.41 Oz,20_30pct,20–30% off,2,,,,,,,,0.201,2.45,2.69,2024-10-14T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),0_10pct,<10% off,1,,,,,,,,0.058,9.79,10.39,2025-04-14T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30380,Built Puff Brownie Batter Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,5,,,,,,,,0.2,8.33,10.41,2025-07-14T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),10_20pct,10–20% off,3,,,,,,,,0.131,9.03,10.39,2025-06-30T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30381,Built Puff Coconut Protein Bar 1.41 Oz (4 Pk),20_30pct,20–30% off,4,,,,,,,,0.2,8.33,10.42,2026-01-05T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,0_10pct,<10% off,1,,,,,,,,0.069,2.33,2.5,2025-05-26T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30432,Built Puff Mint Chip Protein Bar 1.41 Oz,10_20pct,10–20% off,1,,,,,,,,0.172,2.07,2.5,2025-06-09T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,0_10pct,<10% off,1,,,,,,,,0.066,2.42,2.59,2025-05-26T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,10_20pct,10–20% off,1,,,,,,,,0.12,2.54,2.69,2025-07-28T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30569,Built Puff Chocolate Milkshake Protein Bar 1.41 Oz,20_30pct,20–30% off,1,,,,,,,,0.201,2.07,2.59,2025-06-16T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED GROCERS OF NEW ENGLAND,REGIONAL & INDEP GROCERY,08-40229-30573,Built Puff Strawberries N Cream Protein Bar 1.41 Oz,0_10pct,<10% off,1,,,,,,,,0.063,2.33,2.49,2025-05-26T00:00:00.000Z,Unknown,,,,,observational
ASSOCIATED WHOLESALE GROCERS,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,0_10pct,<10% off,13,0.1751,0.1436,0.1111,0.2181,70.2077,52.775,23.52,0.073,2.88,2.96,2026-04-13T00:00:00.000Z,Display,-62.07,ROBUST,1.0,-62.07,causal_robust
ASSOCIATED WHOLESALE GROCERS,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,10_20pct,10–20% off,40,0.2564,0.2409,0.1184,0.2995,3071.7175,84.0314,170.0643,0.1498,2.74,2.92,2026-03-30T00:00:00.000Z,TPR,-62.07,ROBUST,1.0,-62.07,causal_robust
ASSOCIATED WHOLESALE GROCERS,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,20_30pct,20–30% off,9,0.544,0.5659,0.2689,0.747,72.3444,153.15,227.86,0.2258,2.41,2.82,2026-01-19T00:00:00.000Z,Feature,-62.07,ROBUST,1.0,-62.07,causal_robust
ASSOCIATED WHOLESALE GROCERS,CONVENTIONAL|FOOD,08-40229-30034,Built Puff Salted Caramel Protein Bar 1.41 Oz,30pct_plus,≥30% off,4,0.4198,0.3278,0.2331,0.5145,55.325,312.3,89.0,0.367,2.24,2.88,2025-08-18T00:00:00.000Z,TPR,-62.07,ROBUST,1.0,-62.07,causal_robust
