TABLE_QUALIFIER,TABLE_OWNER,TABLE_NAME,table_userdata,table_remarks,COLUMN_NAME,DATA_TYPE,TYPE_NAME,OA_LENGTH,OA_PRECISION,OA_NULLABLE,col_userdata,col_remarks
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDMHI_TWILIO_CONFIG,CV-D------------|Custom Records,Twilio Configuration,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDMHI_TWILIO_CONFIG,CV-D------------|Custom Records,Twilio Configuration,isinactive,-8,CHAR,2,1,1,CV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDMHI_TWILIO_CONFIG,CV-D------------|Custom Records,Twilio Configuration,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last modified
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDMHI_TWILIO_CONFIG,CV-D------------|Custom Records,Twilio Configuration,lastmodifiedby,-5,BIGINT,8,38,1,CV--D-----------|None,Last modified by
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDMHI_TWILIO_CONFIG,CV-D------------|Custom Records,Twilio Configuration,name,-9,VARCHAR2,600,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDMHI_TWILIO_CONFIG,CV-D------------|Custom Records,Twilio Configuration,owner,-5,BIGINT,8,38,1,CV--D-----------|None,Owner
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDMHI_TWILIO_CONFIG,CV-D------------|Custom Records,Twilio Configuration,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDMHI_TWILIO_CONFIG,CV-D------------|Custom Records,Twilio Configuration,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,abbreviation,-9,VARCHAR2,600,16,1,CV--------------|None,Abbreviation
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,isinactive,-8,CHAR,2,1,1,CV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last modified
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,lastmodifiedby,-5,BIGINT,8,38,1,CV--D-----------|None,Last modified by
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,name,-9,VARCHAR2,600,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,owner,-5,BIGINT,8,38,1,CV--D-----------|None,Owner
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_NONDELIVERY_SHPMNT,CV-D------------|Custom Records,Nondelivery Shipment,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,abbreviation,-9,VARCHAR2,600,16,1,CV--------------|None,Abbreviation
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,custrecord1,-9,VARCHAR2,600,4000,1,CV--------------|None,Tax Id description
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,isinactive,-8,CHAR,2,1,1,CV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last modified
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,lastmodifiedby,-5,BIGINT,8,38,1,CV--D-----------|None,Last modified by
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,name,-9,VARCHAR2,600,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,owner,-5,BIGINT,8,38,1,CV--D-----------|None,Owner
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMRECORDPACKSHIP_TAX_ID_TYPE,CV-D------------|Custom Records,Tax Id Type,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,aidescription,-9,VARCHAR2,560,4000,1,SV--------------|None,AI Description
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,allowattachments,-8,CHAR,2,1,1,SV--------------|File Cabinet,Allow Attachments
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,allowinlinedeleting,-8,CHAR,2,1,1,SV--------------|None,Allow Inline Deleting
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,allowinlineediting,-8,CHAR,2,1,1,SV--------------|None,Allow Inline Editing
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,allowquicksearch,-8,CHAR,2,1,1,SV--------------|None,Allow Quick Search
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,customsegment,-5,BIGINT,8,38,1,SV--D-----------|Custom Segments,Custom Segment
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,description,-9,VARCHAR2,1998,999,1,SV--------------|None,Description
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,enablemailmerge,-8,CHAR,2,1,1,SV--------------|Mail Merge,Enable Mail Merge
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,externalrolepermissionlevel,-5,BIGINT,8,38,1,SV--D-----------|None,External Roles Access
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,frombundle,-9,VARCHAR2,65534,4000,1,SV--D-M---------|None,From Bundle
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,hiddenbundlecomponent,-9,VARCHAR2,65534,4000,1,SV--------------|None,Hidden Bundle Component
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,includename,-8,CHAR,2,1,1,SV--------------|None,Include Name Field
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,internalid,-5,BIGINT,8,38,1,SV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,isinactive,-8,CHAR,2,1,1,SV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,isordered,-8,CHAR,2,1,1,SV--------------|None,Is Ordered
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,lastmodifieddate,93,TIMESTAMP,13,0,1,SVM-------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,name,-9,VARCHAR2,60,4000,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,nopermissionrequired,-8,CHAR,2,1,1,SV--------------|None,No Permissions Required for Internal Roles
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,owner,-5,BIGINT,8,38,1,SV--D-----------|None,Owner
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,publicpermissionlevel,-5,BIGINT,8,38,1,SV--D-----------|None,Unauthenticated Users Access
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,scriptid,-9,VARCHAR2,80,40,1,SV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,shownotes,-8,CHAR,2,1,1,SV--------------|None,Show Notes
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomRecordType,SVMD------------|Custom Records,Custom Record Definition,usepermissions,-8,CHAR,2,1,1,SV--------------|None,Use Permissions
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,balancing,-9,VARCHAR2,2,1,1,SV--------------|None,Balancing
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,displayorder,-5,BIGINT,8,38,1,SV--------------|None,Display Order
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,frombundle,-9,VARCHAR2,65534,4000,1,SV--D-M---------|None,From Bundle
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,glimpact,-8,CHAR,2,1,1,SV--------------|None,GL Impact
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,hiddenbundlecomponent,-9,VARCHAR2,65534,4000,1,SV--------------|None,Hidden Bundle Component
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,internal,-8,CHAR,2,1,1,SV--------------|None,Internal
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,internalid,-5,BIGINT,8,38,1,SV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,isinactive,-8,CHAR,2,1,1,SV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,name,-9,VARCHAR2,65534,4000,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,recordtype,-5,BIGINT,8,38,1,SV--D-----------|None,Record Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegment,SV-D------------|Custom Segments,Custom Segment Definition,scriptid,-9,VARCHAR2,80,40,1,SV--------------|Client side SuiteScript or Web Services,ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegmentField,SH--------------|None,Custom Segment Field,customsegment,-5,BIGINT,8,38,1,SV--D-----------|None,Custom Segment
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegmentField,SH--------------|None,Custom Segment Field,descr,-9,VARCHAR2,400,200,1,SV--------------|None,Description
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegmentField,SH--------------|None,Custom Segment Field,key,-5,BIGINT,8,38,1,SV--D-----------|None,key
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegmentField,SH--------------|None,Custom Segment Field,visibleontransactions,-9,VARCHAR2,65534,4000,1,SH--D-M---------|None,Visible on Transaction Types
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegmentFieldCustomFieldToTransactionTypeMap,SV--------------|None,CustomFieldToTransactionTypeMap,customfield,-5,BIGINT,8,38,1,SV--D-----------|None,Custom Field
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CustomSegmentFieldCustomFieldToTransactionTypeMap,SV--------------|None,CustomFieldToTransactionTypeMap,transactiontype,-9,VARCHAR2,104,52,1,SV--D-----------|None,Transaction Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,apiversion,-9,VARCHAR2,60,30,1,SV--D-----------|None,API Version
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,customplugintype,-9,VARCHAR2,600,300,1,SV--------------|None,Custom Plug-In Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,description,-9,VARCHAR2,1998,3999,1,SV--------------|None,Description
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,id,-5,BIGINT,8,38,1,SV--------------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,isinactive,-8,CHAR,2,1,1,SV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,loglevel,-9,VARCHAR2,38,19,1,SV--D-----------|None,Log Level
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,name,-9,VARCHAR2,80,199,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,notifyadmins,-8,CHAR,2,1,1,SV--------------|None,Notify All Admins
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,notifyemails,-9,VARCHAR2,1998,999,1,SV--------------|None,Notify Emails
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,notifygroup,-5,BIGINT,8,38,1,SV--D-----------|None,Notify Group
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,notifyowner,-8,CHAR,2,1,1,SV--------------|None,Notify Script Owner
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,notifyuser,-8,CHAR,2,1,1,SV--------------|None,Notify Current User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,owner,-5,BIGINT,8,38,1,SV--D-----------|None,Owner
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,package,-9,VARCHAR2,510,255,1,SV--------------|SuiteCloud Development Framework,App ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,primarykey,8,DOUBLE,8,38,1,SV--------------|None,Primary Key
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,publisherid,-9,VARCHAR2,80,255,1,SV--------------|SuiteCloud Development Framework,Publisher ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,runasrole,-5,BIGINT,8,38,1,SV--D-----------|None,Execute as Role
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,scriptfile,-5,BIGINT,8,38,1,SV--D-----------|None,Script File
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,scriptid,-9,VARCHAR2,56,40,1,SV--------------|None,ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,scripttype,-9,VARCHAR2,38,19,1,SV--D-----------|None,Type
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,status,-9,VARCHAR2,64,32,1,SV--D-----------|None,Status
"Built Brands, LLC",Developer - SuiteAnalytics Connect,datasetBuilderPlugin,SV--------------|SuiteAnalytics Workbook,Dataset Builder Plug-in,version,8,DOUBLE,8,38,1,SV--------------|None,Version
"Built Brands, LLC",Developer - SuiteAnalytics Connect,DayOfWeek,SV--------------|None,Day of Week,id,-5,BIGINT,8,38,1,SV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,DayOfWeek,SV--------------|None,Day of Week,name,-9,VARCHAR2,600,50,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,demandSourceType,SV--------------|None,Supply Plan Definition,key,-9,VARCHAR2,60,30,1,SV--D-----------|None,[Missing Label:key]
"Built Brands, LLC",Developer - SuiteAnalytics Connect,demandSourceType,SV--------------|None,Supply Plan Definition,name,-9,VARCHAR2,120,250,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_bdc_lastupdatedbyimp_dep,-9,VARCHAR2,2,1,1,CV--------------|None,BILL Last Updated By Import (3)
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l1_lower_limit,8,DOUBLE,8,38,1,CV--------------|None,Department Level 1 Lower Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l1_upper_limit,8,DOUBLE,8,38,1,CV--------------|None,Department Level 1 Upper Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l1_user,-5,BIGINT,8,38,1,CV--D-----------|None,Department Level 1 User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l2_lower_limit,8,DOUBLE,8,38,1,CV--------------|None,Department Level 2 Lower Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l2_upper_limit,8,DOUBLE,8,38,1,CV--------------|None,Department Level 2 Upper Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l2_user,-5,BIGINT,8,38,1,CV--D-----------|None,Department Level 2 User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l3_lower_limit,8,DOUBLE,8,38,1,CV--------------|None,Department Level 3 Lower Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l3_upper_limit,8,DOUBLE,8,38,1,CV--------------|None,Department Level 3 Upper Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_dept_l3_user,-5,BIGINT,8,38,1,CV--D-----------|None,Department Level 3 User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_exec_cfo_lower_limit,8,DOUBLE,8,38,1,CV--------------|None,CFO Lower Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_exec_cfo_upper_limit,8,DOUBLE,8,38,1,CV--------------|None,CFO Upper Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_exec_cfo_user,-5,BIGINT,8,38,1,CV--D-----------|None,CFO User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_exec_pres_lower_limit,8,DOUBLE,8,38,1,CV--------------|None,President Lower Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_exec_pres_upper_limit,8,DOUBLE,8,38,1,CV--------------|None,President Upper Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_exec_pres_user,-5,BIGINT,8,38,1,CV--D-----------|None,President User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_acct_lower_limit,8,DOUBLE,8,38,1,CV--------------|None,Finance Accountant Lower Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_acct_upper_limit,8,DOUBLE,8,38,1,CV--------------|None,Finance Accountant Upper Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_acct_user,-5,BIGINT,8,38,1,CV--D-----------|None,Finance Accountant User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_cont_lower_limit,8,DOUBLE,8,38,1,CV--------------|None,Finance Controller Lower Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_cont_upper_limit,8,DOUBLE,8,38,1,CV--------------|None,Finance Controller Upper Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_cont_user,-5,BIGINT,8,38,1,CV--D-----------|None,Finance Controller User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_mktg_lower_limit,8,DOUBLE,8,38,1,CV--------------|None,Marketing Lower Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_mktg_upper_limit,8,DOUBLE,8,38,1,CV--------------|None,Marketing Upper Limit
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_fin_mktg_user,-5,BIGINT,8,38,1,CV--D-----------|None,Marketing User
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,custrecord_ccc_has_po_approval_settings,-9,VARCHAR2,2,1,1,CV--------------|None,Has PO Approval Settings?
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,externalid,-9,VARCHAR2,510,255,1,SV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,fullname,-9,VARCHAR2,62,4000,1,SV--------------|None,Full Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,id,-5,BIGINT,8,38,1,SV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,includechildren,-9,VARCHAR2,2,1,1,SV--------------|Subsidiaries,Include Children
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,isinactive,-8,CHAR,2,1,1,SV--------------|None,Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,lastmodifieddate,93,TIMESTAMP,13,0,1,SVM-------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,name,-9,VARCHAR2,120,60,1,SV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,parent,-5,BIGINT,8,38,1,SV--D-----------|None,Parent Department
"Built Brands, LLC",Developer - SuiteAnalytics Connect,department,SVMD------------|Departments,Department,subsidiary,-9,VARCHAR2,65534,4000,1,SV--D-M---------|Subsidiaries,Subsidiaries
"Built Brands, LLC",Developer - SuiteAnalytics Connect,DepartmentSubsidiaryMap,SV--------------|Departments,Department,department,-5,BIGINT,8,38,1,SV--D-----------|None,[Missing Label:department]
"Built Brands, LLC",Developer - SuiteAnalytics Connect,DepartmentSubsidiaryMap,SV--------------|Departments,Department,subsidiary,-5,BIGINT,8,38,1,SV--D-----------|None,[Missing Label:subsidiary]
"Built Brands, LLC",Developer - SuiteAnalytics Connect,deploymentsAction,SV--------------|None,Deployments,id,8,DOUBLE,8,38,1,SV--------------|None,Deployment ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,deploymentsAction,SV--------------|None,Deployments,isdeployed,-8,CHAR,2,1,1,SV--------------|None,Deployed
"Built Brands, LLC",Developer - SuiteAnalytics Connect,deploymentsAction,SV--------------|None,Deployments,istask,-8,CHAR,2,1,1,SV--------------|None,Task
