TABLE_QUALIFIER,TABLE_OWNER,TABLE_NAME,table_userdata,table_remarks,COLUMN_NAME,DATA_TYPE,TYPE_NAME,OA_LENGTH,OA_PRECISION,OA_NULLABLE,col_userdata,col_remarks
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_QM_TRIGGER_TYPE,CV-D------------|None,Quality Trigger Types,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_QM_TRIGGER_TYPE,CV-D------------|None,Quality Trigger Types,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_QM_TRIGGER_TYPE,CV-D------------|None,Quality Trigger Types,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_QM_TRIGGER_TYPE,CV-D------------|None,Quality Trigger Types,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_REVENUE_RECOGNITION,CV-D------------|None,Revenue Recognition,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_REVENUE_RECOGNITION,CV-D------------|None,Revenue Recognition,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_REVENUE_RECOGNITION,CV-D------------|None,Revenue Recognition,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_REVENUE_RECOGNITION,CV-D------------|None,Revenue Recognition,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_REVENUE_RECOGNITION,CV-D------------|None,Revenue Recognition,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_REVENUE_RECOGNITION,CV-D------------|None,Revenue Recognition,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_REVENUE_RECOGNITION,CV-D------------|None,Revenue Recognition,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_REVENUE_RECOGNITION,CV-D------------|None,Revenue Recognition,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_COUNT_TYPES,CV-D------------|None,Count Types,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_COUNT_TYPES,CV-D------------|None,Count Types,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_COUNT_TYPES,CV-D------------|None,Count Types,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_COUNT_TYPES,CV-D------------|None,Count Types,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_COUNT_TYPES,CV-D------------|None,Count Types,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_COUNT_TYPES,CV-D------------|None,Count Types,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_COUNT_TYPES,CV-D------------|None,Count Types,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_COUNT_TYPES,CV-D------------|None,Count Types,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CV-D------------|None,Item Count Statuses,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CV-D------------|None,Item Count Statuses,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CV-D------------|None,Item Count Statuses,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CV-D------------|None,Item Count Statuses,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CV-D------------|None,Item Count Statuses,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CV-D------------|None,Item Count Statuses,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CV-D------------|None,Item Count Statuses,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ITEM_COUNT_STATUSES,CV-D------------|None,Item Count Statuses,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ONHANDCHANGE_ACTION,CV-D------------|None,On Hand Change Action,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ONHANDCHANGE_ACTION,CV-D------------|None,On Hand Change Action,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ONHANDCHANGE_ACTION,CV-D------------|None,On Hand Change Action,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ONHANDCHANGE_ACTION,CV-D------------|None,On Hand Change Action,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ONHANDCHANGE_ACTION,CV-D------------|None,On Hand Change Action,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ONHANDCHANGE_ACTION,CV-D------------|None,On Hand Change Action,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ONHANDCHANGE_ACTION,CV-D------------|None,On Hand Change Action,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_ONHANDCHANGE_ACTION,CV-D------------|None,On Hand Change Action,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_VARIANCES,CV-D------------|None,Variance,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_VARIANCES,CV-D------------|None,Variance,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_VARIANCES,CV-D------------|None,Variance,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_VARIANCES,CV-D------------|None,Variance,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_VARIANCES,CV-D------------|None,Variance,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_VARIANCES,CV-D------------|None,Variance,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_VARIANCES,CV-D------------|None,Variance,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SC_VARIANCES,CV-D------------|None,Variance,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCA_BB_DIETARY_TYPE,CV-D------------|None,SCA - Dietary Type,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCA_BB_DIETARY_TYPE,CV-D------------|None,SCA - Dietary Type,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCA_BB_DIETARY_TYPE,CV-D------------|None,SCA - Dietary Type,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCA_BB_DIETARY_TYPE,CV-D------------|None,SCA - Dietary Type,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCA_BB_DIETARY_TYPE,CV-D------------|None,SCA - Dietary Type,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCA_BB_DIETARY_TYPE,CV-D------------|None,SCA - Dietary Type,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCA_BB_DIETARY_TYPE,CV-D------------|None,SCA - Dietary Type,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCA_BB_DIETARY_TYPE,CV-D------------|None,SCA - Dietary Type,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CV-D------------|None,ECO Implementation Status,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CV-D------------|None,ECO Implementation Status,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CV-D------------|None,ECO Implementation Status,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CV-D------------|None,ECO Implementation Status,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CV-D------------|None,ECO Implementation Status,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CV-D------------|None,ECO Implementation Status,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CV-D------------|None,ECO Implementation Status,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CV-D------------|None,ECO Implementation Status,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECO_ACTION,CV-D------------|None,ECO Action,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECO_ACTION,CV-D------------|None,ECO Action,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECO_ACTION,CV-D------------|None,ECO Action,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECO_ACTION,CV-D------------|None,ECO Action,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECO_ACTION,CV-D------------|None,ECO Action,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECO_ACTION,CV-D------------|None,ECO Action,name,-9,VARCHAR2,1998,999,1,CV--------------|None,Name
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECO_ACTION,CV-D------------|None,ECO Action,recordid,-5,BIGINT,8,38,1,CV--------------|None,Record ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_ECO_ACTION,CV-D------------|None,ECO Action,scriptid,-9,VARCHAR2,600,40,1,CV--------------|None,Script ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_LC_COST_ALLOC_METHOD,CV-D------------|None,Cost Allocation Method,created,93,TIMESTAMP,13,0,1,CV--------------|None,Created Date
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_LC_COST_ALLOC_METHOD,CV-D------------|None,Cost Allocation Method,externalid,-9,VARCHAR2,600,255,1,CV--------------|None,External ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_LC_COST_ALLOC_METHOD,CV-D------------|None,Cost Allocation Method,id,-5,BIGINT,8,38,1,CV--D-----------|None,Internal ID
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_LC_COST_ALLOC_METHOD,CV-D------------|None,Cost Allocation Method,isinactive,-8,CHAR,2,1,1,CV--------------|None,Is Inactive
"Built Brands, LLC",Developer - SuiteAnalytics Connect,CUSTOMLIST_SCM_LC_COST_ALLOC_METHOD,CV-D------------|None,Cost Allocation Method,lastmodified,93,TIMESTAMP,13,0,1,CV--------------|None,Last Modified Date
